id,category_id,name,description,price
2689,9,Accessory 0135,Accessory generation 135 for category Accessories,2675.00
2690,10,Router 0135,Router generation 135 for category Networking,5815.00
2691,11,Appliance 0135,Appliance generation 135 for category Kitchen Appliances,8905.00
2692,12,Office Device 0135,Office Device generation 135 for category Office Equipment,13995.00
2693,13,Wearable 0135,Wearable generation 135 for category Wearables,12085.00
2694,14,Camera 0135,Camera generation 135 for category Cameras,47175.00
2695,15,Book 0135,Book generation 135 for category Books,1715.00
2696,16,TV 0135,TV generation 135 for category TVs,55905.00
2697,17,Speaker 0135,Speaker generation 135 for category Audio,10995.00
2698,18,Printer 0135,Printer generation 135 for category Printers,19085.00
2699,19,Component 0135,Component generation 135 for category Components,16175.00
2700,20,Charger 0135,Charger generation 135 for category Charging,2815.00
2701,1,Smartphone 0136,Smartphone generation 136 for category Smartphones,26180.00
2702,2,Laptop 0136,Laptop generation 136 for category Laptops,71270.00
2703,3,Tablet 0136,Tablet generation 136 for category Tablets,31360.00
2704,4,Headphones 0136,Headphones generation 136 for category Headphones,10450.00
2705,5,Smart Device 0136,Smart Device generation 136 for category Smart Home,5590.00
2706,6,Gaming Gear 0136,Gaming Gear generation 136 for category Gaming,8180.00
2707,7,Monitor 0136,Monitor generation 136 for category Monitors,23270.00
2708,8,Storage 0136,Storage generation 136 for category Storage,6860.00
2709,9,Accessory 0136,Accessory generation 136 for category Accessories,2950.00
2710,10,Router 0136,Router generation 136 for category Networking,6090.00
2711,11,Appliance 0136,Appliance generation 136 for category Kitchen Appliances,9180.00
2712,12,Office Device 0136,Office Device generation 136 for category Office Equipment,14270.00
2713,13,Wearable 0136,Wearable generation 136 for category Wearables,12360.00
2714,14,Camera 0136,Camera generation 136 for category Cameras,47450.00
2715,15,Book 0136,Book generation 136 for category Books,1990.00
2716,16,TV 0136,TV generation 136 for category TVs,56180.00
2717,17,Speaker 0136,Speaker generation 136 for category Audio,11270.00
2718,18,Printer 0136,Printer generation 136 for category Printers,19360.00
2719,19,Component 0136,Component generation 136 for category Components,16450.00
2720,20,Charger 0136,Charger generation 136 for category Charging,3090.00
2721,1,Smartphone 0137,Smartphone generation 137 for category Smartphones,26455.00
2722,2,Laptop 0137,Laptop generation 137 for category Laptops,71545.00
2723,3,Tablet 0137,Tablet generation 137 for category Tablets,31635.00
2724,4,Headphones 0137,Headphones generation 137 for category Headphones,10725.00
2725,5,Smart Device 0137,Smart Device generation 137 for category Smart Home,5865.00
2726,6,Gaming Gear 0137,Gaming Gear generation 137 for category Gaming,8455.00
2727,7,Monitor 0137,Monitor generation 137 for category Monitors,23545.00
2728,8,Storage 0137,Storage generation 137 for category Storage,7135.00
2729,9,Accessory 0137,Accessory generation 137 for category Accessories,3225.00
2730,10,Router 0137,Router generation 137 for category Networking,6365.00
2731,11,Appliance 0137,Appliance generation 137 for category Kitchen Appliances,9455.00
2732,12,Office Device 0137,Office Device generation 137 for category Office Equipment,14545.00
2733,13,Wearable 0137,Wearable generation 137 for category Wearables,12635.00
2734,14,Camera 0137,Camera generation 137 for category Cameras,47725.00
2735,15,Book 0137,Book generation 137 for category Books,2265.00
2736,16,TV 0137,TV generation 137 for category TVs,56455.00
2737,17,Speaker 0137,Speaker generation 137 for category Audio,11545.00
2738,18,Printer 0137,Printer generation 137 for category Printers,19635.00
2739,19,Component 0137,Component generation 137 for category Components,16725.00
2740,20,Charger 0137,Charger generation 137 for category Charging,3365.00
2741,1,Smartphone 0138,Smartphone generation 138 for category Smartphones,26730.00
2742,2,Laptop 0138,Laptop generation 138 for category Laptops,71820.00
2743,3,Tablet 0138,Tablet generation 138 for category Tablets,31910.00
2744,4,Headphones 0138,Headphones generation 138 for category Headphones,11000.00
2745,5,Smart Device 0138,Smart Device generation 138 for category Smart Home,6140.00
2746,6,Gaming Gear 0138,Gaming Gear generation 138 for category Gaming,8730.00
2747,7,Monitor 0138,Monitor generation 138 for category Monitors,23820.00
2748,8,Storage 0138,Storage generation 138 for category Storage,7410.00
2749,9,Accessory 0138,Accessory generation 138 for category Accessories,3500.00
2750,10,Router 0138,Router generation 138 for category Networking,6640.00
2751,11,Appliance 0138,Appliance generation 138 for category Kitchen Appliances,9730.00
2752,12,Office Device 0138,Office Device generation 138 for category Office Equipment,14820.00
2753,13,Wearable 0138,Wearable generation 138 for category Wearables,12910.00
2754,14,Camera 0138,Camera generation 138 for category Cameras,48000.00
2755,15,Book 0138,Book generation 138 for category Books,2540.00
2756,16,TV 0138,TV generation 138 for category TVs,56730.00
2757,17,Speaker 0138,Speaker generation 138 for category Audio,11820.00
2758,18,Printer 0138,Printer generation 138 for category Printers,19910.00
2759,19,Component 0138,Component generation 138 for category Components,17000.00
2760,20,Charger 0138,Charger generation 138 for category Charging,3640.00
2761,1,Smartphone 0139,Smartphone generation 139 for category Smartphones,27005.00
2762,2,Laptop 0139,Laptop generation 139 for category Laptops,72095.00
2763,3,Tablet 0139,Tablet generation 139 for category Tablets,32185.00
2764,4,Headphones 0139,Headphones generation 139 for category Headphones,11275.00
2765,5,Smart Device 0139,Smart Device generation 139 for category Smart Home,6415.00
2766,6,Gaming Gear 0139,Gaming Gear generation 139 for category Gaming,9005.00
2767,7,Monitor 0139,Monitor generation 139 for category Monitors,24095.00
2768,8,Storage 0139,Storage generation 139 for category Storage,7685.00
2769,9,Accessory 0139,Accessory generation 139 for category Accessories,3775.00
2770,10,Router 0139,Router generation 139 for category Networking,6915.00
2771,11,Appliance 0139,Appliance generation 139 for category Kitchen Appliances,10005.00
2772,12,Office Device 0139,Office Device generation 139 for category Office Equipment,15095.00
2773,13,Wearable 0139,Wearable generation 139 for category Wearables,13185.00
2774,14,Camera 0139,Camera generation 139 for category Cameras,48275.00
2775,15,Book 0139,Book generation 139 for category Books,2815.00
2776,16,TV 0139,TV generation 139 for category TVs,57005.00
2777,17,Speaker 0139,Speaker generation 139 for category Audio,12095.00
2778,18,Printer 0139,Printer generation 139 for category Printers,20185.00
2779,19,Component 0139,Component generation 139 for category Components,17275.00
2780,20,Charger 0139,Charger generation 139 for category Charging,3915.00
2781,1,Smartphone 0140,Smartphone generation 140 for category Smartphones,27280.00
2782,2,Laptop 0140,Laptop generation 140 for category Laptops,72370.00
2783,3,Tablet 0140,Tablet generation 140 for category Tablets,32460.00
2784,4,Headphones 0140,Headphones generation 140 for category Headphones,11550.00
2785,5,Smart Device 0140,Smart Device generation 140 for category Smart Home,6690.00
2786,6,Gaming Gear 0140,Gaming Gear generation 140 for category Gaming,9280.00
2787,7,Monitor 0140,Monitor generation 140 for category Monitors,24370.00
2788,8,Storage 0140,Storage generation 140 for category Storage,7960.00
2789,9,Accessory 0140,Accessory generation 140 for category Accessories,4050.00
2790,10,Router 0140,Router generation 140 for category Networking,7190.00
2791,11,Appliance 0140,Appliance generation 140 for category Kitchen Appliances,10280.00
2792,12,Office Device 0140,Office Device generation 140 for category Office Equipment,15370.00
2793,13,Wearable 0140,Wearable generation 140 for category Wearables,13460.00
2794,14,Camera 0140,Camera generation 140 for category Cameras,48550.00
2795,15,Book 0140,Book generation 140 for category Books,3090.00
2796,16,TV 0140,TV generation 140 for category TVs,57280.00
2797,17,Speaker 0140,Speaker generation 140 for category Audio,12370.00
2798,18,Printer 0140,Printer generation 140 for category Printers,20460.00
2799,19,Component 0140,Component generation 140 for category Components,17550.00
2800,20,Charger 0140,Charger generation 140 for category Charging,4190.00
2801,1,Smartphone 0141,Smartphone generation 141 for category Smartphones,27555.00
2802,2,Laptop 0141,Laptop generation 141 for category Laptops,72645.00
2803,3,Tablet 0141,Tablet generation 141 for category Tablets,32735.00
2804,4,Headphones 0141,Headphones generation 141 for category Headphones,11825.00
2805,5,Smart Device 0141,Smart Device generation 141 for category Smart Home,6965.00
2806,6,Gaming Gear 0141,Gaming Gear generation 141 for category Gaming,9555.00
2807,7,Monitor 0141,Monitor generation 141 for category Monitors,24645.00
2808,8,Storage 0141,Storage generation 141 for category Storage,8235.00
2809,9,Accessory 0141,Accessory generation 141 for category Accessories,4325.00
2810,10,Router 0141,Router generation 141 for category Networking,7465.00
2811,11,Appliance 0141,Appliance generation 141 for category Kitchen Appliances,10555.00
2812,12,Office Device 0141,Office Device generation 141 for category Office Equipment,15645.00
2813,13,Wearable 0141,Wearable generation 141 for category Wearables,13735.00
2814,14,Camera 0141,Camera generation 141 for category Cameras,48825.00
2815,15,Book 0141,Book generation 141 for category Books,3365.00
2816,16,TV 0141,TV generation 141 for category TVs,57555.00
2817,17,Speaker 0141,Speaker generation 141 for category Audio,12645.00
2818,18,Printer 0141,Printer generation 141 for category Printers,20735.00
2819,19,Component 0141,Component generation 141 for category Components,17825.00
2820,20,Charger 0141,Charger generation 141 for category Charging,4465.00
2821,1,Smartphone 0142,Smartphone generation 142 for category Smartphones,27830.00
2822,2,Laptop 0142,Laptop generation 142 for category Laptops,72920.00
2823,3,Tablet 0142,Tablet generation 142 for category Tablets,33010.00
2824,4,Headphones 0142,Headphones generation 142 for category Headphones,12100.00
2825,5,Smart Device 0142,Smart Device generation 142 for category Smart Home,7240.00
2826,6,Gaming Gear 0142,Gaming Gear generation 142 for category Gaming,9830.00
2827,7,Monitor 0142,Monitor generation 142 for category Monitors,24920.00
2828,8,Storage 0142,Storage generation 142 for category Storage,8510.00
2829,9,Accessory 0142,Accessory generation 142 for category Accessories,4600.00
2830,10,Router 0142,Router generation 142 for category Networking,7740.00
2831,11,Appliance 0142,Appliance generation 142 for category Kitchen Appliances,10830.00
2832,12,Office Device 0142,Office Device generation 142 for category Office Equipment,15920.00
2833,13,Wearable 0142,Wearable generation 142 for category Wearables,14010.00
2834,14,Camera 0142,Camera generation 142 for category Cameras,49100.00
2835,15,Book 0142,Book generation 142 for category Books,3640.00
2836,16,TV 0142,TV generation 142 for category TVs,57830.00
2837,17,Speaker 0142,Speaker generation 142 for category Audio,12920.00
2838,18,Printer 0142,Printer generation 142 for category Printers,21010.00
2839,19,Component 0142,Component generation 142 for category Components,18100.00
2840,20,Charger 0142,Charger generation 142 for category Charging,4740.00
2841,1,Smartphone 0143,Smartphone generation 143 for category Smartphones,25080.00
2842,2,Laptop 0143,Laptop generation 143 for category Laptops,70170.00
2843,3,Tablet 0143,Tablet generation 143 for category Tablets,30260.00
2844,4,Headphones 0143,Headphones generation 143 for category Headphones,9350.00
2845,5,Smart Device 0143,Smart Device generation 143 for category Smart Home,4490.00
2846,6,Gaming Gear 0143,Gaming Gear generation 143 for category Gaming,7080.00
2847,7,Monitor 0143,Monitor generation 143 for category Monitors,22170.00
2848,8,Storage 0143,Storage generation 143 for category Storage,5760.00
2849,9,Accessory 0143,Accessory generation 143 for category Accessories,1850.00
